Name	Author Type	Article Type	pmid	Journal	Year	Article title	Author affiliation
Michael C Fontaine	104	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Eck Institute for Global Health and Department of Biological Sciences; University of Notre Dame; 317 Galvin Life Sciences Building; Notre Dame; IN 46556; USA. Centre of Evolutionary and Ecological Studies (Marine Evolution and Conservation group); University of Groningen; Nijenborgh 7; NL-9747 AG Groningen; Netherlands.
William Gelbart	105	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Molecular and Cellular Biology; Harvard University; 16 Divinity Avenue; Cambridge; MA 02138; USA.
Matthew W Hahn	106	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Biology; Indiana University; Bloomington; IN 47405; USA. School of Informatics and Computing; Indiana University; Bloomington; IN 47405; USA.
Immo A Hansen	107	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Biology; New Mexico State University; Las Cruces; NM 88003; USA. Molecular Biology Program; New Mexico State University; Las Cruces; NM 88003; USA.
Paul I Howell	108	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Centers for Disease Control and Prevention; 1600 Clifton Road NE MSG49; Atlanta; GA 30329; USA.
Fotis C Kafatos	109	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Life Sciences; Imperial College London; South Kensington Campus; London SW7 2AZ; UK.
Manolis Kellis	110	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Computer Science and Artificial Intelligence Laboratory; Massachusetts Institute of Technology; 32 Vassar Street; Cambridge; MA 02139; USA. The Broad Institute of Massachusetts Institute of Technology and Harvard; 415 Main Street; Cambridge; MA 02142; USA.
Daniel Lawson	111	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	European Molecular Biology Laboratory; European Bioinformatics Institute; EMBL-EBI; Wellcome Trust Genome Campus; Hinxton; Cambridge CB10 1SD; UK.
Christos Louis	112	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Biology; University of Crete; 700 13 Heraklion; Greece. Institute of Molecular Biology and Biotechnology; Foundation for Research and Technology; Hellas; Nikolaou Plastira 100 GR-70013; Heraklion; Crete; Greece. Centre of Functional Genomics; University of Perugia; Perugia; Italy.
Shirley Luckhart	113	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Medical Microbiology and Immunology; School of Medicine; University of California Davis; One Shields Avenue; Davis; CA 95616; USA.
Marc A T Muskavitch	114	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Boston College; 140 Commonwealth Avenue; Chestnut Hill; MA 02467; USA. Biogen Idec; 14 Cambridge Center; Cambridge; MA 02142; USA.
JosÃ© M Ribeiro	115	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Laboratory of Malaria and Vector Research; National Institute of Allergy and Infectious Diseases; 12735 Twinbrook Parkway; Rockville; MD 20852; USA.
Michael A Riehle	116	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Entomology; 1140 East South Campus Drive; Forbes 410; University of Arizona; Tucson; AZ 85721; USA.
Igor V Sharakhov	117	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Department of Entomology; Virginia Polytechnic Institute and State University; Blacksburg; VA 24061; USA. Program of Genetics; Bioinformatics; and Computational Biology; Virginia Polytechnic Institute and State University; Blacksburg; VA 24061; USA.
Zhijian Tu	118	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Program of Genetics; Bioinformatics; and Computational Biology; Virginia Polytechnic Institute and State University; Blacksburg; VA 24061; USA. Department of Biochemistry; Virginia Polytechnic Institute and State University; Blacksburg; VA 24061; USA.
Laurence J Zwiebel	119	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Departments of Biological Sciences and Pharmacology; Institutes for Chemical Biology; Genetics and Global Health; Vanderbilt University and Medical Center; Nashville; TN 37235; USA.
Nora J Besansky	Corresponding	Journal Article	25554792	Science	2015	Mosquito genomics. Highly evolvable malaria vectors: the genomes of 16 Anopheles mosquitoes.	Eck Institute for Global Health and Department of Biological Sciences; University of Notre Dame; 317 Galvin Life Sciences Building; Notre Dame; IN 46556; USA. neafsey@broadinstitute.org nbesansk@nd.edu.
Freysteinn Sigmundsson	First	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Andrew Hooper	2	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Centre for the Observation and Modelling of Earthquakes and Tectonics (COMET); School of Earth and Environment; University of Leeds; Leeds LS2 9JT; UK.
SigrÃºn HreinsdÃ³ttir	3	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	GNS Science; PO Box 30368; Lower Hutt 5040; New Zealand.
KristÃ­n S VogfjÃ¶rd	4	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
Benedikt G Ãfeigsson	5	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
ElÃ­as Rafn Heimisson	6	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
StÃ©phanie Dumont	7	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Michelle Parks	8	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Karsten Spaans	9	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Centre for the Observation and Modelling of Earthquakes and Tectonics (COMET); School of Earth and Environment; University of Leeds; Leeds LS2 9JT; UK.
Gunnar B Gudmundsson	10	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
Vincent Drouin	11	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
ThÃ³ra ÃrnadÃ³ttir	12	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
KristÃ­n JÃ³nsdÃ³ttir	13	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
MagnÃºs T Gudmundsson	14	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
ThÃ³rdÃ­s HÃ¶gnadÃ³ttir	15	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Hildur MarÃ­a FridriksdÃ³ttir	16	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	1] Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland [2] Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
Martin Hensch	17	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Icelandic Meteorological Office; IS-150 ReykjavÃ­k; Iceland.
PÃ¡ll Einarsson	18	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
EyjÃ³lfur MagnÃºsson	19	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Sergey Samsonov	20	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Canada Centre for Mapping and Earth Observation; Natural Resources Canada; 560 Rochester Street; Ottawa; Ontario K1A 0E4; Canada.
BryndÃ­s BrandsdÃ³ttir	21	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Robert S White	22	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Earth Sciences; University of Cambridge; Madingley Road; Cambridge CB3 0EZ; UK.
ThorbjÃ¶rg ÃgÃºstsdÃ³ttir	23	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Earth Sciences; University of Cambridge; Madingley Road; Cambridge CB3 0EZ; UK.
Tim Greenfield	24	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Earth Sciences; University of Cambridge; Madingley Road; Cambridge CB3 0EZ; UK.
Robert G Green	25	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Earth Sciences; University of Cambridge; Madingley Road; Cambridge CB3 0EZ; UK.
Ãsta Rut HjartardÃ³ttir	26	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Rikke Pedersen	27	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Richard A Bennett	28	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Geosciences; University of Arizona; Tucson; Arizona 85721; USA.
HalldÃ³r Geirsson	29	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Geosciences; The Pennsylvania State University; University Park; Pennsylvania 16802; USA.
Peter C La Femina	30	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Geosciences; The Pennsylvania State University; University Park; Pennsylvania 16802; USA.
Helgi BjÃ¶rnsson	31	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Finnur PÃ¡lsson	32	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Nordic Volcanological Center; Institute of Earth Sciences; University of Iceland; IS-101 ReykjavÃ­k; Iceland.
Erik Sturkell	33	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Department of Earth Sciences; University of Gothenburg; SE-405 30 Gothenburg; Sweden.
Christopher J Bean	34	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Seismology Laboratory; School of Geological Sciences; University College Dublin; Belfield; Dublin 4; Ireland.
Martin MÃ¶llhoff	35	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Seismology Laboratory; School of Geological Sciences; University College Dublin; Belfield; Dublin 4; Ireland.
Aoife K Braiden	36	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Seismology Laboratory; School of Geological Sciences; University College Dublin; Belfield; Dublin 4; Ireland.
Eva P S Eibl	Corresponding	Journal Article	25517098	Nature	2015	Segmented lateral dyke growth in a rifting event at BÃ¡rÃ°arbunga volcanic system, Iceland.	Seismology Laboratory; School of Geological Sciences; University College Dublin; Belfield; Dublin 4; Ireland.
Richard E Green	First	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA. ed@soe.ucsc.edu david.a.ray@ttu.edu.
Edward L Braun	2	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biology and Genetics Institute; University of Florida; Gainesville; FL 32611; USA.
Joel Armstrong	3	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA. Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA.
Dent Earl	4	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA. Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA.
Ngan Nguyen	5	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA. Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA.
Glenn Hickey	6	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA. Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA.
Michael W Vandewege	7	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA.
John A St John	8	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biomolecular Engineering; University of California; Santa Cruz; CA 95064; USA.
Salvador Capella-GutiÃ©rrez	9	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Bioinformatics and Genomics Programme; Centre for Genomic Regulation; 08003 Barcelona; Spain. Universitat Pompeu Fabra; 08003 Barcelona; Spain.
Todd A Castoe	10	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry and Molecular Genetics; University of Colorado School of Medicine; Aurora; CO 80045; USA. Department of Biology; University of Texas; Arlington; TX 76019; USA.
Colin Kern	11	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Computer and Information Sciences; University of Delaware; Newark; DE 19717; USA.
Matthew K Fujita	12	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biology; University of Texas; Arlington; TX 76019; USA.
Juan C Opazo	13	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Instituto de Ciencias Ambientales y Evolutivas; Facultad de Ciencias; Universidad Austral de Chile; Valdivia; Chile.
Jerzy Jurka	14	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Genetic Information Research Institute; Mountain View; CA 94043; USA.
Kenji K Kojima	15	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Genetic Information Research Institute; Mountain View; CA 94043; USA.
Juan Caballero	16	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute for Systems Biology; Seattle; WA 98109; USA.
Robert M Hubley	17	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute for Systems Biology; Seattle; WA 98109; USA.
Arian F Smit	18	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute for Systems Biology; Seattle; WA 98109; USA.
Roy N Platt	19	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA. Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA.
Christine A Lavoie	20	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA.
Meganathan P Ramakodi	21	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA. Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA.
John W Finger	22	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Environmental Health Science; University of Georgia; Athens; GA 30602; USA.
Alexander Suh	23	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute of Experimental Pathology (ZMBE); University of MÃ¼nster; D-48149 MÃ¼nster; Germany. Department of Evolutionary Biology (EBC); Uppsala University; SE-752 36 Uppsala; Sweden.
Sally R Isberg	24	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Porosus Pty. Ltd.; Palmerston; NT 0831; Australia. Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia. Centre for Crocodile Research; Noonamah; NT 0837; Australia.
Lee Miles	25	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia.
Amanda Y Chong	26	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia.
Weerachai Jaratlerdsiri	27	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia.
Jaime Gongora	28	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia.
Christopher Moran	29	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Faculty of Veterinary Science; University of Sydney; Sydney; NSW 2006; Australia.
AndrÃ©s Iriarte	30	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Departamento de Desarrollo BiotecnolÃ³gico; Instituto de Higiene; Facultad de Medicina; Universidad de la RepÃºblica; Montevideo; Uruguay.
John McCormack	31	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Moore Laboratory of Zoology; Occidental College; Los Angeles; CA 90041; USA.
Shane C Burgess	32	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	College of Agriculture and Life Sciences; University of Arizona; Tucson; AZ 85721; USA.
Scott V Edwards	33	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Organismic and Evolutionary Biology; Harvard University; Cambridge; MA 02138; USA.
Eric Lyons	34	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	School of Plant Sciences; University of Arizona; Tucson; AZ 85721; USA.
Christina Williams	35	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Molecular Biomedical Sciences; North Carolina State University; Raleigh; NC 27607; USA.
Matthew Breen	36	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Molecular Biomedical Sciences; North Carolina State University; Raleigh; NC 27607; USA.
Jason T Howard	37	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Howard Hughes Medical Institute; Department of Neurobiology; Duke University Medical Center; Durham; NC 27710; USA.
Cathy R Gresham	38	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA.
Daniel G Peterson	39	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA. Department of Plant and Soil Sciences; Mississippi State University; Mississippi State; MS 39762; USA.
JÃ¼rgen Schmitz	40	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Institute of Experimental Pathology (ZMBE); University of MÃ¼nster; D-48149 MÃ¼nster; Germany.
David D Pollock	41	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry and Molecular Genetics; University of Colorado School of Medicine; Aurora; CO 80045; USA.
David Haussler	42	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA. Howard Hughes Medical Institute; Bethesda; MD 20814; USA.
Eric W Triplett	43	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Microbiology and Cell Science; University of Florida; Gainesville; FL 32611; USA.
Guojie Zhang	44	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	China National GeneBank; BGI-Shenzhen; Shenzhen; China. Center for Social Evolution; Department of Biology; University of Copenhagen; Copenhagen; Denmark.
Naoki Irie	45	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biological Sciences; Graduate School of Science; University of Tokyo; Tokyo; Japan.
Erich D Jarvis	46	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Howard Hughes Medical Institute; Department of Neurobiology; Duke University Medical Center; Durham; NC 27710; USA.
Christopher A Brochu	47	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Earth and Environmental Sciences; University of Iowa; Iowa City; IA 52242; USA.
Carl J Schmidt	48	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Animal and Food Sciences; University of Delaware; Newark; DE 19717; USA.
Fiona M McCarthy	49	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	School of Animal and Comparative Biomedical Sciences; University of Arizona; Tucson; AZ 85721; USA.
Brant C Faircloth	50	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Ecology and Evolutionary Biology; University of California; Los Angeles; CA 90019; USA. Department of Biological Sciences; Louisiana State University; Baton Rouge; LA 70803; USA.
Federico G Hoffmann	51	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA. Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA.
Travis C Glenn	52	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Environmental Health Science; University of Georgia; Athens; GA 30602; USA.
Toni GabaldÃ³n	53	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Bioinformatics and Genomics Programme; Centre for Genomic Regulation; 08003 Barcelona; Spain. Universitat Pompeu Fabra; 08003 Barcelona; Spain. InstituciÃ³ Catalana de Recerca i Estudis AvanÃ§ats; 08010 Barcelona; Spain.
Benedict Paten	54	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Center for Biomolecular Science and Engineering; University of California; Santa Cruz; CA 95064; USA.
David A Ray	Corresponding	Journal Article	25504731	Science	2014	Three crocodilian genomes reveal ancestral patterns of evolution among archosaurs.	Department of Biochemistry; Molecular Biology; Entomology and Plant Pathology; Mississippi State University; Mississippi State; MS 39762; USA. Institute for Genomics; Biocomputing and Biotechnology; Mississippi State University; Mississippi State; MS 39762; USA. Department of Biological Sciences; Texas Tech University; Lubbock; TX 79409; USA. ed@soe.ucsc.edu david.a.ray@ttu.edu.
Peiyun Cong	First	Comment	25503242	Nature	2014	Cong et al. reply.	Yunnan Key Laboratory for Palaeobiology; Yunnan University; Kunming 650091; China.
Xiaoya Ma	2	Comment	25503242	Nature	2014	Cong et al. reply.	1] Yunnan Key Laboratory for Palaeobiology; Yunnan University; Kunming 650091; China [2] Department of Earth Sciences; The Natural History Museum; Cromwell Road; London SW7 5BD; UK.
Xianguang Hou	3	Comment	25503242	Nature	2014	Cong et al. reply.	Yunnan Key Laboratory for Palaeobiology; Yunnan University; Kunming 650091; China.
Gregory D Edgecombe	4	Comment	25503242	Nature	2014	Cong et al. reply.	Department of Earth Sciences; The Natural History Museum; Cromwell Road; London SW7 5BD; UK.
